ea,kind,original,demangled,alias
863776,plt_thunk,._ZNK9THTMLAtom16getStartInBufferEv,THTMLAtom::getStartInBuffer(void),plt_THTMLAtom_getStartInBuffer_void
863792,plt_thunk,._ZN7TPlayer10moveStonesEv,TPlayer::moveStones(void),plt_TPlayer_moveStones_void
863808,plt_thunk,._ZN12TScriptSpace13scheduleEventEdRK7TStringP9TGraalVar,"TScriptSpace::scheduleEvent(double,TString const&,TGraalVar *)",plt_TScriptSpace_scheduleEvent_double_TString_const_TGraalVar
863824,plt_thunk,._ZN12TFontManager13freeResourcesEv,TFontManager::freeResources(void),plt_TFontManager_freeResources_void
863856,plt_thunk,._Z22getPackageFullFilenameRK7TString,getPackageFullFilename(TString const&),plt_getPackageFullFilename_TString_const
863872,plt_thunk,._ZN9THTMLPage9insertTabEv,THTMLPage::insertTab(void),plt_THTMLPage_insertTab_void
863888,plt_thunk,._ZN21TTilesLayerPropertiesC1Ev,TTilesLayerProperties::TTilesLayerProperties(void),plt_TTilesLayerProperties_TTilesLayerProperties_void
863904,plt_thunk,._ZN11TEncryption15loadCodedScriptERK7TStringiS2_jRb,"TEncryption::loadCodedScript(TString const&,int,TString const&,uint,bool &)",plt_TEncryption_loadCodedScript_TString_const_int_TString_const_uint_bool
863920,plt_thunk,._ZN13TGUIAnimation17setTransitionTypeEi,TGUIAnimation::setTransitionType(int),plt_TGUIAnimation_setTransitionType_int
863936,plt_thunk,._ZN14TScriptMachine28unpauseCallStackProfileTimerEv,TScriptMachine::unpauseCallStackProfileTimer(void),plt_TScriptMachine_unpauseCallStackProfileTimer_void
863968,plt_thunk,._ZN13GuiBitmapCtrl7setTileEb,GuiBitmapCtrl::setTile(bool),plt_GuiBitmapCtrl_setTile_bool
863984,plt_thunk,._ZN15GuiTextEditCtrl12setSelectionEii,"GuiTextEditCtrl::setSelection(int,int)",plt_GuiTextEditCtrl_setSelection_int_int
864000,plt_thunk,._ZN11GuiTextCtrl10initObjectEv,GuiTextCtrl::initObject(void),plt_GuiTextCtrl_initObject_void
864016,plt_thunk,._ZN8TShowImg18getParticleEmitterEv,TShowImg::getParticleEmitter(void),plt_TShowImg_getParticleEmitter_void
864032,plt_thunk,._ZN13GuiMLTextCtrl14scrollToBottomEv,GuiMLTextCtrl::scrollToBottom(void),plt_GuiMLTextCtrl_scrollToBottom_void
864048,plt_thunk,._ZN16TActionScriptVarC1ERK7TString,TActionScriptVar::TActionScriptVar(TString const&),plt_TActionScriptVar_TActionScriptVar_TString_const
864064,plt_thunk,._ZN10GuiControl9mouseLockEi,GuiControl::mouseLock(int),plt_GuiControl_mouseLock_int
864080,plt_thunk,._ZN12TEventObject23unregisterEventCatchersEv,TEventObject::unregisterEventCatchers(void),plt_TEventObject_unregisterEventCatchers_void
864096,plt_thunk,._ZN6CyaInt19MakeTlsMasterSecretEPNS_6CYASSLE,CyaInt::MakeTlsMasterSecret(CyaInt::CYASSL *),plt_CyaInt_MakeTlsMasterSecret_CyaInt_CYASSL
864112,plt_thunk,._ZN10TAdventure15handleMouseMoveEv,TAdventure::handleMouseMove(void),plt_TAdventure_handleMouseMove_void
864128,plt_thunk,._ZN13TGUIAnimation24applyTransformTransitionEf,TGUIAnimation::applyTransformTransition(float),plt_TGUIAnimation_applyTransformTransition_float
864144,plt_thunk,._ZN15GuiTextEditCtrl13updateHistoryERK7TStringb,"GuiTextEditCtrl::updateHistory(TString const&,bool)",plt_GuiTextEditCtrl_updateHistory_TString_const_bool
864160,plt_thunk,._ZN12TServerCarryC1EP12TServerLevel,TServerCarry::TServerCarry(TServerLevel *),plt_TServerCarry_TServerCarry_TServerLevel
864176,plt_thunk,._ZN13TParticleData17setMovementVectorERK13T3DFloatPoint,TParticleData::setMovementVector(T3DFloatPoint const&),plt_TParticleData_setMovementVector_T3DFloatPoint_const
864192,plt_thunk,._ZN5TFont13clampFontSizeERi,TFont::clampFontSize(int &),plt_TFont_clampFontSize_int
864208,plt_thunk,._ZN4TLog24checkTransferLogMessagesEv,TLog::checkTransferLogMessages(void),plt_TLog_checkTransferLogMessages_void
864224,plt_thunk,._ZN15TParticleDataEx16destroyVariablesEv,TParticleDataEx::destroyVariables(void),plt_TParticleDataEx_destroyVariables_void
864240,plt_thunk,._ZN18GuiContextMenuCtrlD2Ev,GuiContextMenuCtrl::~GuiContextMenuCtrl(),plt_GuiContextMenuCtrl_GuiContextMenuCtrl
864256,plt_thunk,._ZN7TPlayer12showEmoticonEc,TPlayer::showEmoticon(char),plt_TPlayer_showEmoticon_char
864272,plt_thunk,._ZN9THashList12removeObjectEP15THashListObject,THashList::removeObject(THashListObject *),plt_THashList_removeObject_THashListObject
864304,plt_thunk,._ZN15GuiTextListCtrl5clearEv,GuiTextListCtrl::clear(void),plt_GuiTextListCtrl_clear_void
864320,plt_thunk,._ZN9TGraalVar10getVarTypeEv,TGraalVar::getVarType(void),plt_TGraalVar_getVarType_void
864336,plt_thunk,._ZN17TResourceFileLink12invokeUpdateERK7TString,TResourceFileLink::invokeUpdate(TString const&),plt_TResourceFileLink_invokeUpdate_TString_const
864352,plt_thunk,._Z33guiRadioCtrl_initStaticScriptVarsv,guiRadioCtrl_initStaticScriptVars(void),plt_guiRadioCtrl_initStaticScriptVars_void
864368,plt_thunk,._ZN20TStaticVarPropertiesC1Ev,TStaticVarProperties::TStaticVarProperties(void),plt_TStaticVarProperties_TStaticVarProperties_void
864384,plt_thunk,._ZN12TScriptSpace11ignoreEventERK7TStringS2_,"TScriptSpace::ignoreEvent(TString const&,TString const&)",plt_TScriptSpace_ignoreEvent_TString_const_TString_const
864400,plt_thunk,._ZN15TCallStackEntryD1Ev,TCallStackEntry::~TCallStackEntry(),plt_TCallStackEntry_TCallStackEntry
864416,plt_thunk,._ZN6TInput19checkControlBindingEiib,"TInput::checkControlBinding(int,int,bool)",plt_TInput_checkControlBinding_int_int_bool
864448,plt_thunk,._ZN14TUpdatePackage20checkPlatformMatchesEv,TUpdatePackage::checkPlatformMatches(void),plt_TUpdatePackage_checkPlatformMatches_void
864464,plt_thunk,._ZN15GuiTextListCtrl14setEntryActiveEib,"GuiTextListCtrl::setEntryActive(int,bool)",plt_GuiTextListCtrl_setEntryActive_int_bool
864480,plt_thunk,._ZN12GuiArrayCtrl9getCellAtERK6TPoint,GuiArrayCtrl::getCellAt(TPoint const&),plt_GuiArrayCtrl_getCellAt_TPoint_const
864496,plt_thunk,._ZN13TDrawingPanel4drawEiif,"TDrawingPanel::draw(int,int,float)",plt_TDrawingPanel_draw_int_int_float
864512,plt_thunk,._ZN5TList4SortEPFiPKvS1_E,"TList::Sort(int (*)(void const*,void const*))",plt_TList_Sort_int_void_const_void_const
864528,plt_thunk,._ZN13TTranslations23checkInstalledLanguagesEv,TTranslations::checkInstalledLanguages(void),plt_TTranslations_checkInstalledLanguages_void
864544,plt_thunk,._ZNK9T2DMatrix9transformERfS0_,"T2DMatrix::transform(float &,float &)",plt_T2DMatrix_transform_float_float
864560,plt_thunk,._ZN13TBitmapLoader13guessFileTypeEP7TStream,TBitmapLoader::guessFileType(TStream *),plt_TBitmapLoader_guessFileType_TStream
864576,plt_thunk,._ZN10GuiControl14onMouseDraggedERK8GuiEvent,GuiControl::onMouseDragged(GuiEvent const&),plt_GuiControl_onMouseDragged_GuiEvent_const
864592,plt_thunk,._ZN7TPlayer13showEmoticon2ERK7TString,TPlayer::showEmoticon2(TString const&),plt_TPlayer_showEmoticon2_TString_const
864608,plt_thunk,._ZN7TClient16sendPreloadLevelEP12TServerLevel,TClient::sendPreloadLevel(TServerLevel *),plt_TClient_sendPreloadLevel_TServerLevel
864624,plt_thunk,._ZN9TProfiler5resetEv,TProfiler::reset(void),plt_TProfiler_reset_void
864640,plt_thunk,._ZN15GuiCheckBoxCtrlC2ERK7TString,GuiCheckBoxCtrl::GuiCheckBoxCtrl(TString const&),plt_GuiCheckBoxCtrl_GuiCheckBoxCtrl_TString_const
864656,plt_thunk,._ZN15TScriptProperty11getRealNameEv,TScriptProperty::getRealName(void),plt_TScriptProperty_getRealName_void
864672,plt_thunk,._ZN15TCallStackEntry5clearEv,TCallStackEntry::clear(void),plt_TCallStackEntry_clear_void
864688,plt_thunk,._Z23jinit_d_post_controllerP22jpeg_decompress_structi,"jinit_d_post_controller(jpeg_decompress_struct *,int)",plt_jinit_d_post_controller_jpeg_decompress_struct_int
864720,plt_thunk,._ZN12TServerLevel14animateObjectsEv,TServerLevel::animateObjects(void),plt_TServerLevel_animateObjects_void
864736,plt_thunk,._ZN11TTilesBlock14setTransparentEiib,"TTilesBlock::setTransparent(int,int,bool)",plt_TTilesBlock_setTransparent_int_int_bool
864768,plt_thunk,._ZN12TServerLevel9clearNPCsEv,TServerLevel::clearNPCs(void),plt_TServerLevel_clearNPCs_void
864784,plt_thunk,._ZN6TTiles21RemoveTileDefinitionsERK7TString,TTiles::RemoveTileDefinitions(TString const&),plt_TTiles_RemoveTileDefinitions_TString_const
864800,plt_thunk,._ZN11TGaniObject9setlocalxEdb,"TGaniObject::setlocalx(double,bool)",plt_TGaniObject_setlocalx_double_bool
864816,plt_thunk,._ZN16THTMLDefinitions16getHTMLAmpersandEPKciPi,"THTMLDefinitions::getHTMLAmpersand(char const*,int,int *)",plt_THTMLDefinitions_getHTMLAmpersand_char_const_int_int
864832,plt_thunk,._ZN13THashListLinkC1EP15THashListObjectj,"THashListLink::THashListLink(THashListObject *,uint)",plt_THashListLink_THashListLink_THashListObject_uint
864848,plt_thunk,._ZNK7TBitmap13fillMSBmpInfoEP19winBITMAPINFOHEADERP19winBITMAPFILEHEADERP10winRGBQUAD,"TBitmap::fillMSBmpInfo(winBITMAPINFOHEADER *,winBITMAPFILEHEADER *,winRGBQUAD *)",plt_TBitmap_fillMSBmpInfo_winBITMAPINFOHEADER_winBITMAPFILEHEADER_winRGBQUAD
864864,plt_thunk,._Z29TClient_thread_initStaticVarsv,TClient_thread_initStaticVars(void),plt_TClient_thread_initStaticVars_void
864880,plt_thunk,._ZN16GuiPopUpMenuCtrl15drawWithProfileERK6TPoint,GuiPopUpMenuCtrl::drawWithProfile(TPoint const&),plt_GuiPopUpMenuCtrl_drawWithProfile_TPoint_const
864896,plt_thunk,._ZN6TFiles22getVirtualRegistryFileEv,TFiles::getVirtualRegistryFile(void),plt_TFiles_getVirtualRegistryFile_void
864912,plt_thunk,._ZN10GuiControl14setBitmapCacheEb,GuiControl::setBitmapCache(bool),plt_GuiControl_setBitmapCache_bool
864928,plt_thunk,._ZNK11TStringList8toStringEv,TStringList::toString(void),plt_TStringList_toString_void
864944,plt_thunk,._ZN7TPlayer18invokePlayerEntersEv,TPlayer::invokePlayerEnters(void),plt_TPlayer_invokePlayerEnters_void
864960,plt_thunk,._ZN7TString7vformatEbPKcSt9__va_list,"TString::vformat(bool,char const*,std::__va_list)",plt_TString_vformat_bool_char_const_std_va_list
864992,plt_thunk,._Z12ValueInRangedddi,"ValueInRange(double,double,double,int)",plt_ValueInRange_double_double_double_int
865008,plt_thunk,._ZN17THashListIterator13getNextObjectEv,THashListIterator::getNextObject(void),plt_THashListIterator_getNextObject_void
865024,plt_thunk,._Z16readIncomingDatav,readIncomingData(void),plt_readIncomingData_void
865040,plt_thunk,._ZN7TPlayer12changePower2Edb,"TPlayer::changePower2(double,bool)",plt_TPlayer_changePower2_double_bool
865056,plt_thunk,._ZN16TTranslationFile14addTranslationERK7TStringS2_S2_,"TTranslationFile::addTranslation(TString const&,TString const&,TString const&)",plt_TTranslationFile_addTranslation_TString_const_TString_const_TString_const
865072,plt_thunk,._ZN12TScriptSpace9setScriptEP7TScript,TScriptSpace::setScript(TScript *),plt_TScriptSpace_setScript_TScript
865088,plt_thunk,._ZN10GuiControlC2ERK7TString,GuiControl::GuiControl(TString const&),plt_GuiControl_GuiControl_TString_const
865104,plt_thunk,._ZN14TUpdatePackage16loadLocalVersionEv,TUpdatePackage::loadLocalVersion(void),plt_TUpdatePackage_loadLocalVersion_void
865120,plt_thunk,._ZN13TDrawingPanelC1ERK7TStringb,"TDrawingPanel::TDrawingPanel(TString const&,bool)",plt_TDrawingPanel_TDrawingPanel_TString_const_bool
865136,plt_thunk,._ZN15GuiTextEditCtrl13drawWithStyleERK10TRectangle,GuiTextEditCtrl::drawWithStyle(TRectangle const&),plt_GuiTextEditCtrl_drawWithStyle_TRectangle_const
865152,plt_thunk,._ZN23TDrawingPanelPropertiesC1Ev,TDrawingPanelProperties::TDrawingPanelProperties(void),plt_TDrawingPanelProperties_TDrawingPanelProperties_void
865168,plt_thunk,._Z25TLog_initStaticScriptVarsv,TLog_initStaticScriptVars(void),plt_TLog_initStaticScriptVars_void
865184,plt_thunk,._ZN12TServerLevel8walltileEdd,"TServerLevel::walltile(double,double)",plt_TServerLevel_walltile_double_double
865200,plt_thunk,._Z20jpeg_fill_bit_bufferP21bitread_working_statelii,"jpeg_fill_bit_buffer(bitread_working_state *,long,int,int)",plt_jpeg_fill_bit_buffer_bitread_working_state_long_int_int
865216,plt_thunk,._ZN9THTMLPage8freeURLsEv,THTMLPage::freeURLs(void),plt_THTMLPage_freeURLs_void
865232,plt_thunk,._ZN11TServerBombC1EP12TServerLevel,TServerBomb::TServerBomb(TServerLevel *),plt_TServerBomb_TServerBomb_TServerLevel
865248,plt_thunk,._ZN17TSocketConnection13connectSocketERK7TStringi,"TSocketConnection::connectSocket(TString const&,int)",plt_TSocketConnection_connectSocket_TString_const_int
865264,plt_thunk,._ZN7TWindow16createGameWindowEv,TWindow::createGameWindow(void),plt_TWindow_createGameWindow_void
865280,plt_thunk,._ZNK11TStringList7indexOfERK7TString,TStringList::indexOf(TString const&),plt_TStringList_indexOf_TString_const
865296,plt_thunk,._ZN6TFiles15extractFileBaseERK7TString,TFiles::extractFileBase(TString const&),plt_TFiles_extractFileBase_TString_const
865312,plt_thunk,._ZN12TServerLevel8putExtraEddiib,"TServerLevel::putExtra(double,double,int,int,bool)",plt_TServerLevel_putExtra_double_double_int_int_bool
865328,plt_thunk,._Z25TBodyPanel_initStaticVarsv,TBodyPanel_initStaticVars(void),plt_TBodyPanel_initStaticVars_void
865344,plt_thunk,._ZN8TPaletteC1ERKS_,TPalette::TPalette(TPalette const&),plt_TPalette_TPalette_TPalette_const
865360,plt_thunk,._Z24TFontData_initStaticVarsv,TFontData_initStaticVars(void),plt_TFontData_initStaticVars_void
865376,plt_thunk,._ZN9TGraalVar11clearValuesEv,TGraalVar::clearValues(void),plt_TGraalVar_clearValues_void
865392,plt_thunk,._Z22jinit_merged_upsamplerP22jpeg_decompress_struct,jinit_merged_upsampler(jpeg_decompress_struct *),plt_jinit_merged_upsampler_jpeg_decompress_struct
865424,plt_thunk,._ZN7TPlayer10drawSpriteEiff,"TPlayer::drawSprite(int,float,float)",plt_TPlayer_drawSprite_int_float_float
865440,plt_thunk,._ZN17GuiButtonBaseCtrlC2ERK7TString,GuiButtonBaseCtrl::GuiButtonBaseCtrl(TString const&),plt_GuiButtonBaseCtrl_GuiButtonBaseCtrl_TString_const
865456,plt_thunk,._ZN17GuiControlProfile10initObjectEv,GuiControlProfile::initObject(void),plt_GuiControlProfile_initObject_void
865472,plt_thunk,._ZN6TFiles13stripFileNameERK7TString,TFiles::stripFileName(TString const&),plt_TFiles_stripFileName_TString_const
865488,plt_thunk,._ZN15TScriptUniverse22removeProtectedClassesEv,TScriptUniverse::removeProtectedClasses(void),plt_TScriptUniverse_removeProtectedClasses_void
865504,plt_thunk,._ZN11TTilesBlock10getTextureEv,TTilesBlock::getTexture(void),plt_TTilesBlock_getTexture_void
865520,plt_thunk,._Z31TServerNPC_initStaticScriptVarsv,TServerNPC_initStaticScriptVars(void),plt_TServerNPC_initStaticScriptVars_void
865536,plt_thunk,._ZN13GuiScrollCtrl10calcThumbsEv,GuiScrollCtrl::calcThumbs(void),plt_GuiScrollCtrl_calcThumbs_void
865552,plt_thunk,._ZN10GuiControl10pushToBackEv,GuiControl::pushToBack(void),plt_GuiControl_pushToBack_void
865568,plt_thunk,._ZN6TInput10getKeyTextEi,TInput::getKeyText(int),plt_TInput_getKeyText_int
865584,plt_thunk,._ZN8TTexture13createTextureEv,TTexture::createTexture(void),plt_TTexture_createTexture_void
865600,plt_thunk,._ZN13TFileDownload11onFileEventERK7TStringNS_13fileeventtypeE,"TFileDownload::onFileEvent(TString const&,TFileDownload::fileeventtype)",plt_TFileDownload_onFileEvent_TString_const_TFileDownload_fileeventtype
865616,plt_thunk,._ZN12TShowImgList13getByImgIndexEi,TShowImgList::getByImgIndex(int),plt_TShowImgList_getByImgIndex_int
865632,plt_thunk,._ZN9THTMLPage17splitAtomListEmitEP9THTMLAtomj,"THTMLPage::splitAtomListEmit(THTMLAtom *,uint)",plt_THTMLPage_splitAtomListEmit_THTMLAtom_uint
865648,plt_thunk,._ZN7TStream5writeEPKc,TStream::write(char const*),plt_TStream_write_char_const
865664,plt_thunk,._ZN6TSetup20copyExtraFilesToPathERK7TString,TSetup::copyExtraFilesToPath(TString const&),plt_TSetup_copyExtraFilesToPath_TString_const
865680,plt_thunk,._ZN13TGUIAnimation17getOriginalBoundsEv,TGUIAnimation::getOriginalBounds(void),plt_TGUIAnimation_getOriginalBounds_void
865696,plt_thunk,._ZN18GuiContextMenuCtrlC2ERK7TString,GuiContextMenuCtrl::GuiContextMenuCtrl(TString const&),plt_GuiContextMenuCtrl_GuiContextMenuCtrl_TString_const
865712,plt_thunk,._ZNK7TString4endsERKS_,TString::ends(TString const&),plt_TString_ends_TString_const
865728,plt_thunk,._ZN21TGaniObjectPropertiesC1Ev,TGaniObjectProperties::TGaniObjectProperties(void),plt_TGaniObjectProperties_TGaniObjectProperties_void
865744,plt_thunk,._Z35guiShowImgCtrl_initStaticScriptVarsv,guiShowImgCtrl_initStaticScriptVars(void),plt_guiShowImgCtrl_initStaticScriptVars_void
865760,plt_thunk,._ZN10GuiControl8setAlphaEf,GuiControl::setAlpha(float),plt_GuiControl_setAlpha_float
865776,plt_thunk,._ZN6TSetup16checkIsInstalledEv,TSetup::checkIsInstalled(void),plt_TSetup_checkIsInstalled_void
865808,plt_thunk,._ZN15TPanelInterface20setBlendModeAndColorERK6ColorFi,"TPanelInterface::setBlendModeAndColor(ColorF const&,int)",plt_TPanelInterface_setBlendModeAndColor_ColorF_const_int
865824,plt_thunk,._ZN9THTMLPage10freeStylesEv,THTMLPage::freeStyles(void),plt_THTMLPage_freeStyles_void
865856,plt_thunk,._ZN9THashList19removeObjectEncodedEP15THashListObject,THashList::removeObjectEncoded(THashListObject *),plt_THashList_removeObjectEncoded_THashListObject
865872,plt_thunk,._ZN13TServerPlayer9setlocalyEdb,"TServerPlayer::setlocaly(double,bool)",plt_TServerPlayer_setlocaly_double_bool
865888,plt_thunk,._ZN10GuiControl20onLoseFirstResponderEv,GuiControl::onLoseFirstResponder(void),plt_GuiControl_onLoseFirstResponder_void
865904,plt_thunk,._ZN6CyaInt10GetSessionEPNS_6CYASSLEPh,"CyaInt::GetSession(CyaInt::CYASSL *,uchar *)",plt_CyaInt_GetSession_CyaInt_CYASSL_uchar
865920,plt_thunk,._ZN12TServerLevel12spyExplosionEddiiiP13TServerPlayer,"TServerLevel::spyExplosion(double,double,int,int,int,TServerPlayer *)",plt_TServerLevel_spyExplosion_double_double_int_int_int_TServerPlayer
865936,plt_thunk,._ZN18TResourceFunctions17newResourceObjectERK7TString,TResourceFunctions::newResourceObject(TString const&),plt_TResourceFunctions_newResourceObject_TString_const
865952,plt_thunk,._ZNK5TList6getS32Ei,TList::getS32(int),plt_TList_getS32_int
865968,plt_thunk,._ZN7TBitmap11advanceTimeEj,TBitmap::advanceTime(uint),plt_TBitmap_advanceTime_uint
865984,plt_thunk,._Z19setWebViewAllowZoomPvb,"setWebViewAllowZoom(void *,bool)",plt_setWebViewAllowZoom_void_bool
866000,plt_thunk,._ZN9THashListC2Ev,THashList::THashList(void),plt_THashList_THashList_void
866016,plt_thunk,._ZN9GuiCanvas12getCursorPosEi,GuiCanvas::getCursorPos(int),plt_GuiCanvas_getCursorPos_int
866032,plt_thunk,._ZN10GuiControl12bringToFrontEv,GuiControl::bringToFront(void),plt_GuiControl_bringToFront_void
866048,plt_thunk,._ZN5TTime12getUTCSecondEv,TTime::getUTCSecond(void),plt_TTime_getUTCSecond_void
866064,plt_thunk,._ZN11TStringList6RemoveERK7TString,TStringList::Remove(TString const&),plt_TStringList_Remove_TString_const
866080,plt_thunk,._Z13m_matF_x_matFPKfS0_Pf,"m_matF_x_matF(float const*,float const*,float *)",plt_m_matF_x_matF_float_const_float_const_float
866096,plt_thunk,._ZN7TPlayer11updateBoardEiiiii,"TPlayer::updateBoard(int,int,int,int,int)",plt_TPlayer_updateBoard_int_int_int_int_int
866112,plt_thunk,._ZN8html_tag5parseERK7TString,html_tag::parse(TString const&),plt_html_tag_parse_TString_const
866128,plt_thunk,._ZN6CyaInt15mp_reduce_setupEPNS_6mp_intES1_,"CyaInt::mp_reduce_setup(CyaInt::mp_int *,CyaInt::mp_int *)",plt_CyaInt_mp_reduce_setup_CyaInt_mp_int_CyaInt_mp_int
866144,plt_thunk,._ZN6CyaInt23CyaSSL_ERR_error_stringEmPc,"CyaInt::CyaSSL_ERR_error_string(ulong,char *)",plt_CyaInt_CyaSSL_ERR_error_string_ulong_char
866160,plt_thunk,._Z30TGraalVar_initStaticScriptVarsv,TGraalVar_initStaticScriptVars(void),plt_TGraalVar_initStaticScriptVars_void
866176,plt_thunk,._Z10getLiftWavb,getLiftWav(bool),plt_getLiftWav_bool
866192,plt_thunk,._ZN8TShowImg13getImageIndexEv,TShowImg::getImageIndex(void),plt_TShowImg_getImageIndex_void
866208,plt_thunk,._ZN7TPlayer9getWeaponERK7TString,TPlayer::getWeapon(TString const&),plt_TPlayer_getWeapon_TString_const
866224,plt_thunk,._ZN13TDrawingPanel19clearRectangle_ImplEiiii,"TDrawingPanel::clearRectangle_Impl(int,int,int,int)",plt_TDrawingPanel_clearRectangle_Impl_int_int_int_int
866256,plt_thunk,._ZN9TGraalVar9writeJSONEi,TGraalVar::writeJSON(int),plt_TGraalVar_writeJSON_int
866272,plt_thunk,._ZN11TStringList15getStringTokensERK7TString,TStringList::getStringTokens(TString const&),plt_TStringList_getStringTokens_TString_const
866304,plt_thunk,._ZN15GuiProgressCtrl15drawWithProfileERK6TPoint,GuiProgressCtrl::drawWithProfile(TPoint const&),plt_GuiProgressCtrl_drawWithProfile_TPoint_const
